illumination,Date,Text1
22.46% Visible,Moon phase details at 25 September 1989,"387,189.44 km"
14.64% Visible,Moon phase details at 26 September 1989,"391,747.00 km"
8.35% Visible,Moon phase details at 27 September 1989,"395,882.48 km"
3.76% Visible,Moon phase details at 28 September 1989,"399,421.36 km"
0.96% Visible,Moon phase details at 29 September 1989,"402,229.04 km"
0% Visible,Moon phase details at 30 September 1989,"404,208.38 km"
3.49% Visible,Moon phase details at 2 October 1989,"405,452.85 km"
7.79% Visible,Moon phase details at 3 October 1989,"404,671.32 km"
13.61% Visible,Moon phase details at 4 October 1989,"402,965.97 km"
20.79% Visible,Moon phase details at 5 October 1989,"400,382.18 km"
29.14% Visible,Moon phase details at 6 October 1989,"397,001.27 km"
38.43% Visible,Moon phase details at 7 October 1989,"392,947.19 km"
48.39% Visible,Moon phase details at 8 October 1989,"388,390.99 km"
58.72% Visible,Moon phase details at 9 October 1989,"383,550.40 km"
69.01% Visible,Moon phase details at 10 October 1989,"378,682.40 km"
78.76% Visible,Moon phase details at 11 October 1989,"374,068.38 km"
87.37% Visible,Moon phase details at 12 October 1989,"369,992.88 km"
94.18% Visible,Moon phase details at 13 October 1989,"366,719.24 km"
98.54% Visible,Moon phase details at 14 October 1989,"364,465.39 km"
100% Visible,Moon phase details at 15 October 1989,"363,383.48 km"
98.37% Visible,Moon phase details at 16 October 1989,"363,545.84 km"
93.81% Visible,Moon phase details at 17 October 1989,"364,938.54 km"
86.78% Visible,Moon phase details at 18 October 1989,"367,463.30 km"
77.92% Visible,Moon phase details at 19 October 1989,"370,947.10 km"
67.91% Visible,Moon phase details at 20 October 1989,"375,158.85 km"
57.39% Visible,Moon phase details at 21 October 1989,"379,830.89 km"
46.88% Visible,Moon phase details at 22 October 1989,"384,682.85 km"
36.81% Visible,Moon phase details at 23 October 1989,"389,444.25 km"
27.52% Visible,Moon phase details at 24 October 1989,"393,872.99 km"
19.27% Visible,Moon phase details at 25 October 1989,"397,767.21 km"
6.73% Visible,Moon phase details at 27 October 1989,"403,369.54 km"
2.78% Visible,Moon phase details at 28 October 1989,"404,891.31 km"
0.53% Visible,Moon phase details at 29 October 1989,"405,494.53 km"
0.05% Visible,Moon phase details at 30 October 1989,"405,165.52 km"
1.37% Visible,Moon phase details at 31 October 1989,"403,915.44 km"
4.46% Visible,Moon phase details at 1 November 1989,"401,781.03 km"
9.27% Visible,Moon phase details at 2 November 1989,"398,828.46 km"
15.67% Visible,Moon phase details at 3 November 1989,"395,158.74 km"
23.5% Visible,Moon phase details at 4 November 1989,"390,912.85 km"
32.55% Visible,Moon phase details at 5 November 1989,"386,274.11 km"
42.56% Visible,Moon phase details at 6 November 1989,"381,465.75 km"
53.17% Visible,Moon phase details at 7 November 1989,"376,742.22 km"
63.97% Visible,Moon phase details at 8 November 1989,"372,374.30 km"
74.42% Visible,Moon phase details at 9 November 1989,"368,629.38 km"
83.89% Visible,Moon phase details at 10 November 1989,"365,749.32 km"
91.68% Visible,Moon phase details at 11 November 1989,"363,928.90 km"
97.15% Visible,Moon phase details at 12 November 1989,"363,297.45 km"
99.79% Visible,Moon phase details at 13 November 1989,"363,905.86 km"
99.39% Visible,Moon phase details at 14 November 1989,"365,720.44 km"
96.07% Visible,Moon phase details at 15 November 1989,"368,624.53 km"
90.22% Visible,Moon phase details at 16 November 1989,"372,428.05 km"
82.42% Visible,Moon phase details at 17 November 1989,"376,884.42 km"
73.31% Visible,Moon phase details at 18 November 1989,"381,713.17 km"
63.47% Visible,Moon phase details at 19 November 1989,"386,624.98 km"
53.39% Visible,Moon phase details at 20 November 1989,"391,345.58 km"
43.46% Visible,Moon phase details at 21 November 1989,"395,634.66 km"
34% Visible,Moon phase details at 22 November 1989,"399,297.48 km"
25.28% Visible,Moon phase details at 23 November 1989,"402,188.69 km"
17.53% Visible,Moon phase details at 24 November 1989,"404,209.89 km"
10.97% Visible,Moon phase details at 25 November 1989,"405,303.53 km"
5.79% Visible,Moon phase details at 26 November 1989,"405,446.10 km"
2.17% Visible,Moon phase details at 27 November 1989,"404,643.05 km"
0.2% Visible,Moon phase details at 29 November 1989,"400,357.55 km"
2.02% Visible,Moon phase details at 30 November 1989,"397,027.13 km"
5.75% Visible,Moon phase details at 1 December 1989,"393,062.38 km"
11.32% Visible,Moon phase details at 2 December 1989,"388,627.86 km"
18.6% Visible,Moon phase details at 3 December 1989,"383,924.68 km"
27.38% Visible,Moon phase details at 4 December 1989,"379,184.81 km"
37.35% Visible,Moon phase details at 5 December 1989,"374,660.11 km"
48.14% Visible,Moon phase details at 6 December 1989,"370,607.09 km"
59.28% Visible,Moon phase details at 7 December 1989,"367,268.74 km"
70.21% Visible,Moon phase details at 8 December 1989,"364,855.76 km"
80.28% Visible,Moon phase details at 9 December 1989,"363,529.04 km"
88.84% Visible,Moon phase details at 10 December 1989,"363,385.20 km"
95.25% Visible,Moon phase details at 11 December 1989,"364,446.68 km"
99.03% Visible,Moon phase details at 12 December 1989,"366,657.34 km"
99.95% Visible,Moon phase details at 13 December 1989,"369,884.64 km"
98.06% Visible,Moon phase details at 14 December 1989,"373,928.83 km"
93.66% Visible,Moon phase details at 15 December 1989,"378,538.95 km"
87.23% Visible,Moon phase details at 16 December 1989,"383,434.31 km"
79.3% Visible,Moon phase details at 17 December 1989,"388,328.48 km"
70.37% Visible,Moon phase details at 18 December 1989,"392,952.20 km"
60.89% Visible,Moon phase details at 19 December 1989,"397,071.54 km"
41.72% Visible,Moon phase details at 21 December 1989,"403,096.33 km"
32.59% Visible,Moon phase details at 22 December 1989,"404,773.36 km"
24.12% Visible,Moon phase details at 23 December 1989,"405,480.98 km"
16.54% Visible,Moon phase details at 24 December 1989,"405,205.98 km"
10.1% Visible,Moon phase details at 25 December 1989,"403,967.05 km"
5.06% Visible,Moon phase details at 26 December 1989,"401,813.97 km"
1.65% Visible,Moon phase details at 27 December 1989,"398,829.34 km"
0.08% Visible,Moon phase details at 28 December 1989,"395,131.49 km"
0.54% Visible,Moon phase details at 29 December 1989,"390,876.46 km"
3.11% Visible,Moon phase details at 30 December 1989,"386,257.03 km"
7.8% Visible,Moon phase details at 31 December 1989,"381,497.34 km"
14.5% Visible,Moon phase details at 1 January 1990,"376,842.81 km"
22.97% Visible,Moon phase details at 2 January 1990,"372,546.00 km"
32.86% Visible,Moon phase details at 3 January 1990,"368,850.12 km"
43.73% Visible,Moon phase details at 4 January 1990,"365,972.00 km"
55.05% Visible,Moon phase details at 5 January 1990,"364,086.45 km"
66.24% Visible,Moon phase details at 6 January 1990,"363,313.23 km"
76.69% Visible,Moon phase details at 7 January 1990,"363,707.54 km"
85.76% Visible,Moon phase details at 8 January 1990,"365,254.59 km"
92.9% Visible,Moon phase details at 9 January 1990,"367,868.80 km"
97.67% Visible,Moon phase details at 10 January 1990,"371,398.14 km"
99.86% Visible,Moon phase details at 11 January 1990,"375,634.11 km"
99.44% Visible,Moon phase details at 12 January 1990,"380,326.96 km"
96.62% Visible,Moon phase details at 13 January 1990,"385,205.10 km"
91.73% Visible,Moon phase details at 14 January 1990,"389,996.25 km"
85.19% Visible,Moon phase details at 15 January 1990,"394,447.21 km"
77.4% Visible,Moon phase details at 16 January 1990,"398,339.21 km"
68.74% Visible,Moon phase details at 17 January 1990,"401,497.07 km"
59.56% Visible,Moon phase details at 18 January 1990,"403,791.92 km"
50.15% Visible,Moon phase details at 19 January 1990,"405,139.09 km"
40.78% Visible,Moon phase details at 20 January 1990,"405,493.81 km"
31.72% Visible,Moon phase details at 21 January 1990,"404,847.26 km"
23.22% Visible,Moon phase details at 22 January 1990,"403,225.00 km"
15.58% Visible,Moon phase details at 23 January 1990,"400,688.18 km"
9.12% Visible,Moon phase details at 24 January 1990,"397,336.64 km"
4.15% Visible,Moon phase details at 25 January 1990,"393,311.92 km"
1.01% Visible,Moon phase details at 26 January 1990,"388,797.58 km"
0% Visible,Moon phase details at 27 January 1990,"384,014.98 km"
1.33% Visible,Moon phase details at 28 January 1990,"379,213.37 km"
5.07% Visible,Moon phase details at 29 January 1990,"374,655.04 km"
11.13% Visible,Moon phase details at 30 January 1990,"370,597.30 km"
19.24% Visible,Moon phase details at 31 January 1990,"367,273.88 km"
28.98% Visible,Moon phase details at 1 February 1990,"364,878.11 km"
39.83% Visible,Moon phase details at 2 February 1990,"363,549.55 km"
51.2% Visible,Moon phase details at 3 February 1990,"363,365.00 km"
62.48% Visible,Moon phase details at 4 February 1990,"364,333.84 km"
73.09% Visible,Moon phase details at 5 February 1990,"366,397.77 km"
82.47% Visible,Moon phase details at 6 February 1990,"369,434.74 km"
90.13% Visible,Moon phase details at 7 February 1990,"373,267.10 km"
95.72% Visible,Moon phase details at 8 February 1990,"377,673.70 km"
99.03% Visible,Moon phase details at 9 February 1990,"382,405.55 km"
99.99% Visible,Moon phase details at 10 February 1990,"387,203.51 km"
98.72% Visible,Moon phase details at 11 February 1990,"391,816.01 km"
95.41% Visible,Moon phase details at 12 February 1990,"396,014.44 km"
90.35% Visible,Moon phase details at 13 February 1990,"399,604.24 km"
83.83% Visible,Moon phase details at 14 February 1990,"402,430.74 km"
76.17% Visible,Moon phase details at 15 February 1990,"404,380.06 km"
67.67% Visible,Moon phase details at 16 February 1990,"405,376.99 km"
58.58% Visible,Moon phase details at 17 February 1990,"405,381.91 km"
49.18% Visible,Moon phase details at 18 February 1990,"404,389.04 km"
39.72% Visible,Moon phase details at 19 February 1990,"402,427.46 km"
30.49% Visible,Moon phase details at 20 February 1990,"399,564.69 km"
21.8% Visible,Moon phase details at 21 February 1990,"395,911.66 km"
14.01% Visible,Moon phase details at 22 February 1990,"391,626.38 km"
7.54% Visible,Moon phase details at 23 February 1990,"386,913.52 km"
2.83% Visible,Moon phase details at 24 February 1990,"382,017.74 km"
0.32% Visible,Moon phase details at 25 February 1990,"377,210.16 km"
0.34% Visible,Moon phase details at 26 February 1990,"372,769.23 km"
3.05% Visible,Moon phase details at 27 February 1990,"368,958.83 km"
8.39% Visible,Moon phase details at 28 February 1990,"366,007.03 km"
16.05% Visible,Moon phase details at 1 March 1990,"364,088.48 km"
25.53% Visible,Moon phase details at 2 March 1990,"363,312.11 km"
36.23% Visible,Moon phase details at 3 March 1990,"363,714.92 km"
47.5% Visible,Moon phase details at 4 March 1990,"365,261.44 km"
58.73% Visible,Moon phase details at 5 March 1990,"367,848.42 km"
69.36% Visible,Moon phase details at 6 March 1990,"371,313.84 km"
78.9% Visible,Moon phase details at 7 March 1990,"375,449.70 km"
86.95% Visible,Moon phase details at 8 March 1990,"380,017.59 km"
93.21% Visible,Moon phase details at 9 March 1990,"384,765.76 km"
97.48% Visible,Moon phase details at 10 March 1990,"389,445.94 km"
99.67% Visible,Moon phase details at 11 March 1990,"393,828.10 km"
99.81% Visible,Moon phase details at 12 March 1990,"397,711.42 km"
98% Visible,Moon phase details at 13 March 1990,"400,930.54 km"
94.39% Visible,Moon phase details at 14 March 1990,"403,357.43 km"
89.18% Visible,Moon phase details at 15 March 1990,"404,899.76 km"
82.61% Visible,Moon phase details at 16 March 1990,"405,497.97 km"
74.91% Visible,Moon phase details at 17 March 1990,"405,122.86 km"
66.31% Visible,Moon phase details at 18 March 1990,"403,775.55 km"
57.06% Visible,Moon phase details at 19 March 1990,"401,490.50 km"
47.42% Visible,Moon phase details at 20 March 1990,"398,341.09 km"
37.66% Visible,Moon phase details at 21 March 1990,"394,446.01 km"
28.11% Visible,Moon phase details at 22 March 1990,"389,973.69 km"
19.19% Visible,Moon phase details at 23 March 1990,"385,141.61 km"
11.38% Visible,Moon phase details at 24 March 1990,"380,208.46 km"
5.22% Visible,Moon phase details at 25 March 1990,"375,458.47 km"
1.28% Visible,Moon phase details at 26 March 1990,"371,179.67 km"
0% Visible,Moon phase details at 27 March 1990,"367,639.28 km"
1.65% Visible,Moon phase details at 28 March 1990,"365,060.30 km"
6.16% Visible,Moon phase details at 29 March 1990,"363,602.47 km"
13.23% Visible,Moon phase details at 30 March 1990,"363,350.02 km"
22.28% Visible,Moon phase details at 31 March 1990,"364,306.64 km"
32.65% Visible,Moon phase details at 1 April 1990,"366,397.75 km"
43.67% Visible,Moon phase details at 2 April 1990,"369,478.97 km"
54.72% Visible,Moon phase details at 3 April 1990,"373,349.91 km"
65.27% Visible,Moon phase details at 4 April 1990,"377,771.63 km"
74.9% Visible,Moon phase details at 5 April 1990,"382,486.13 km"
83.27% Visible,Moon phase details at 6 April 1990,"387,235.60 km"
90.11% Visible,Moon phase details at 7 April 1990,"391,779.17 km"
95.23% Visible,Moon phase details at 8 April 1990,"395,905.37 km"
98.53% Visible,Moon phase details at 9 April 1990,"399,439.28 km"
99.94% Visible,Moon phase details at 10 April 1990,"402,244.50 km"
99.49% Visible,Moon phase details at 11 April 1990,"404,221.20 km"
97.23% Visible,Moon phase details at 12 April 1990,"405,302.02 km"
93.28% Visible,Moon phase details at 13 April 1990,"405,448.04 km"
87.79% Visible,Moon phase details at 14 April 1990,"404,646.66 km"
80.93% Visible,Moon phase details at 15 April 1990,"402,912.47 km"
72.89% Visible,Moon phase details at 16 April 1990,"400,291.40 km"
63.91% Visible,Moon phase details at 17 April 1990,"396,867.13 km"
54.21% Visible,Moon phase details at 18 April 1990,"392,767.86 km"
44.09% Visible,Moon phase details at 19 April 1990,"388,170.44 km"
33.89% Visible,Moon phase details at 20 April 1990,"383,299.22 km"
24.07% Visible,Moon phase details at 21 April 1990,"378,417.50 km"
15.16% Visible,Moon phase details at 22 April 1990,"373,811.23 km"
7.79% Visible,Moon phase details at 23 April 1990,"369,766.76 km"
2.6% Visible,Moon phase details at 24 April 1990,"366,545.72 km"
0.15% Visible,Moon phase details at 25 April 1990,"364,360.90 km"
0.74% Visible,Moon phase details at 26 April 1990,"363,356.74 km"
4.36% Visible,Moon phase details at 27 April 1990,"363,596.50 km"
10.67% Visible,Moon phase details at 28 April 1990,"365,057.53 km"
19.09% Visible,Moon phase details at 29 April 1990,"367,634.46 km"
28.93% Visible,Moon phase details at 30 April 1990,"371,150.12 km"
39.51% Visible,Moon phase details at 1 May 1990,"375,372.53 km"
50.25% Visible,Moon phase details at 2 May 1990,"380,036.29 km"
60.66% Visible,Moon phase details at 3 May 1990,"384,865.64 km"
70.34% Visible,Moon phase details at 4 May 1990,"389,595.87 km"
79% Visible,Moon phase details at 5 May 1990,"393,990.52 km"
86.39% Visible,Moon phase details at 6 May 1990,"397,852.32 km"
92.31% Visible,Moon phase details at 7 May 1990,"401,027.44 km"
96.62% Visible,Moon phase details at 8 May 1990,"403,404.20 km"
99.2% Visible,Moon phase details at 9 May 1990,"404,908.24 km"
100% Visible,Moon phase details at 10 May 1990,"405,496.53 km"
98.99% Visible,Moon phase details at 11 May 1990,"405,152.72 km"
96.21% Visible,Moon phase details at 12 May 1990,"403,885.10 km"
91.73% Visible,Moon phase details at 13 May 1990,"401,727.97 km"
85.67% Visible,Moon phase details at 14 May 1990,"398,746.06 km"
78.18% Visible,Moon phase details at 15 May 1990,"395,040.53 km"
69.47% Visible,Moon phase details at 16 May 1990,"390,754.55 km"
59.77% Visible,Moon phase details at 17 May 1990,"386,075.84 km"
49.4% Visible,Moon phase details at 18 May 1990,"381,233.84 km"
38.72% Visible,Moon phase details at 19 May 1990,"376,490.21 km"
28.22% Visible,Moon phase details at 20 May 1990,"372,122.62 km"
18.49% Visible,Moon phase details at 21 May 1990,"368,403.49 km"
4.05% Visible,Moon phase details at 23 May 1990,"363,834.59 km"
0.61% Visible,Moon phase details at 24 May 1990,"363,300.69 km"
0.22% Visible,Moon phase details at 25 May 1990,"364,016.31 km"
2.88% Visible,Moon phase details at 26 May 1990,"365,936.36 km"
8.28% Visible,Moon phase details at 27 May 1990,"368,932.63 km"
15.86% Visible,Moon phase details at 28 May 1990,"372,805.27 km"
